scenario_id,repeat,path_shape,reference_demo,requested_speed,transition_fraction,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,target_progress_m,target_path_index,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
10,1,straight,,0.4,0.25,2.3651488727811154e-06,True,20.0,0.022407529033507588,0.05379341542720795,8.0,200,1.9898602962493896,0.027473926544189453,0.027128757908940315,0.029460929334163666,0.48980608582496643,0.5117893218994141,0.5016141533851624,1.2540353834629059,0.18326696753501892,5.111701965332031,0.19927197694778442
11,2,straight,,0.4,0.25,2.365148872541673e-06,True,20.0,0.019559187383801798,0.054484009742736816,8.0,200,1.9903994798660278,0.08604151407350738,0.00895289983600378,0.013048955239355564,0.49358001351356506,0.5070353746414185,0.5014293193817139,1.2535732984542847,0.18418408930301666,5.016325950622559,0.19683484733104706
12,0,straight,,0.4,0.5,2.365148872541673e-06,False,5.3,0.1961738293717752,0.11982087045907974,8.0,200,8.03212833404541,0.0,0.18290671706199646,0.5514875650405884,0.4288613498210907,0.5811108946800232,0.5657094717025757,1.4142736792564392,0.28746533393859863,16.27306365966797,0.2633202075958252
13,1,straight,,0.4,0.5,2.365148872541673e-06,True,20.0,0.023886641318409466,0.07465322315692902,8.0,200,1.9848353862762451,0.018959760665893555,0.013998279348015785,0.02261168882250786,0.47687944769859314,0.5079167485237122,0.5013081431388855,1.2532703578472137,0.20677144825458527,5.060218334197998,0.19967687129974365
14,2,straight,,0.4,0.5,0.0,True,20.0,0.022649579907502618,0.07349194586277008,8.0,200,1.9956982135772705,0.04581123987306792,0.01902882754802704,0.02457830123603344,0.49160125851631165,0.5113935470581055,0.5019423961639404,1.254855990409851,0.20387455821037292,4.8223419189453125,0.19291771948337555
15,0,straight,,0.4,0.75,0.0,True,20.0,0.020719651012776535,0.09027618914842606,8.0,200,1.9922908544540405,0.10293173789978027,0.014156103134155273,0.020790433511137962,0.48742908239364624,0.5069996118545532,0.501744270324707,1.2543606758117676,0.22755597531795502,4.5859832763671875,0.19006216526031494
16,1,straight,,0.4,0.75,2.365148872541673e-06,True,20.0,0.025391738484406717,0.08928914368152618,8.0,200,1.9828792810440063,0.1432511806488037,0.03178184852004051,0.025858169421553612,0.4882941246032715,0.5122739672660828,0.5008566379547119,1.2521415948867798,0.2259768694639206,4.647330284118652,0.1895965039730072
17,2,straight,,0.4,0.75,2.365148872541673e-06,True,20.0,0.023578893175209788,0.08909310400485992,8.0,200,2.0043811798095703,0.026097774505615234,0.02499532699584961,0.012158806435763836,0.4956477880477905,0.5082656741142273,0.5021840929985046,1.2554602324962616,0.22526437044143677,4.394675254821777,0.18515335023403168
18,0,straight,,0.6,0.25,2.365148872541673e-06,True,20.0,0.024850387689511266,0.04525019973516464,10.000020980834961,249,0.024722645059227943,0.05423235893249512,0.024844562634825706,0.016313908621668816,0.49676811695098877,0.5099358558654785,0.5019397139549255,0.836566189924876,0.174273282289505,4.651037216186523,0.20265747606754303
19,1,straight,,0.6,0.25,2.3651488727811154e-06,True,20.0,0.026004663781127067,0.044645391404628754,10.000020980834961,249,0.026319945231080055,0.013322178517477102,0.030248334631323814,0.01878945343196392,0.49590325355529785,0.5079195499420166,0.501879096031189,0.8364651600519817,0.17348028719425201,4.473158359527588,0.20293767750263214
20,2,straight,,0.6,0.25,2.3651488727811154e-06,True,20.0,0.021740120036745882,0.046151675283908844,10.000020980834961,249,0.03241372108459473,0.06586558023561676,0.03973473981022835,0.020983600988984108,0.4975398778915405,0.5090959668159485,0.5017684102058411,0.8362806836764018,0.17405562102794647,4.626184940338135,0.2047971487045288
21,0,straight,,0.6,0.5,2.36515062776461e-06,False,3.0,0.187321537068631,0.11303994059562683,10.000020980834961,249,10.0,0.0,0.3738437294960022,0.5907277464866638,0.557973325252533,0.7114163041114807,0.7088097333908081,1.181349555651347,0.2704834043979645,28.4785099029541,0.39365190267562866
22,1,straight,,0.6,0.5,2.143417814126053e-06,True,20.0,0.036103593581181315,0.0626349225640297,10.000020980834961,249,0.020870760083198547,0.015956878662109375,0.01380990631878376,0.0159777645021677,0.48363104462623596,0.5102028846740723,0.5008948445320129,0.8348247408866882,0.19092220067977905,4.841333389282227,0.20671238005161285
23,2,straight,,0.6,0.5,2.36515062776461e-06,True,20.0,0.023926114381408802,0.06285209953784943,10.000020980834961,249,0.039504274725914,0.013310496007101123,0.012065674178302288,0.024104289710521698,0.49754559993743896,0.5109336376190186,0.5021814107894897,0.8369690179824829,0.19044232368469238,4.377018928527832,0.20064762234687805
